year,state,county,county_code,state_code,units_of_measure,AQI,pollutant,arithmetic_mean,Air Quality Index
2002,Montana,Lake,47,30,Micrograms/cubic meter (LC),51,PM2.5,7.827032333333333,Moderate
2002,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (25 C),51,PM10,11.7508122,Moderate
2002,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,8.7832405,Moderate
2002,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),59,PM10,19.4947437,Moderate
2002,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),59,PM2.5,15.7135295,Moderate
2002,Montana,Madison,57,30,Micrograms/cubic meter (25 C),51,PM10,5.8550001,Moderate
2002,Montana,Missoula,63,30,Parts per million,70,CO,1.307078,Moderate
2002,Montana,Missoula,63,30,Parts per billion,70,NO2,21.420168,Moderate
2002,Montana,Missoula,63,30,Parts per million,70,Ozone,0.046893,Moderate
2002,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),70,PM10,10.1341995,Moderate
2002,Montana,Missoula,63,30,Micrograms/cubic meter (LC),70,PM2.5,9.00422125,Moderate
2002,Montana,Musselshell,65,30,Parts per billion,51,NO2,2.166667,Moderate
2002,Montana,Musselshell,65,30,Parts per billion,51,SO2,0.336296,Moderate
2002,Montana,Ravalli,81,30,Micrograms/cubic meter (25 C),51,PM10,10.0839411,Moderate
2002,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,6.969298,Moderate
2002,Montana,Roosevelt,85,30,Micrograms/cubic meter (25 C),51,PM10,9.6352944,Moderate
2002,Montana,Rosebud,87,30,Parts per billion,51,NO2,5.770754,Moderate
2002,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,13.858677599999998,Moderate
2002,Montana,Rosebud,87,30,Micrograms/cubic meter (LC),51,PM2.5,6.063333500000001,Moderate
2002,Montana,Rosebud,87,30,Parts per billion,51,SO2,1.4485916666666667,Moderate
2002,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,10.1595504,Moderate
2002,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,6.238053,Moderate
2002,Montana,Silver Bow,93,30,Parts per million,51,CO,0.970817,Moderate
2002,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),51,PM10,8.292073199999999,Moderate
2002,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),51,PM2.5,6.879612,Moderate
2002,Montana,Stillwater,95,30,Micrograms/cubic meter (25 C),51,PM10,4.109999999999999,Moderate
2002,Montana,Sweet Grass,97,30,Micrograms/cubic meter (25 C),51,PM10,3.356891,Moderate
2002,Montana,Yellowstone,111,30,Parts per million,51,CO,0.6305185,Moderate
2002,Montana,Yellowstone,111,30,Micrograms/cubic meter (25 C),51,PM10,8.2000002,Moderate
2002,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),51,PM2.5,6.575652,Moderate
2002,Montana,Yellowstone,111,30,Parts per billion,51,SO2,3.834248888888889,Moderate
2003,Montana,Big Horn,3,30,Micrograms/cubic meter (25 C),51,PM10,6.3222222,Moderate
2003,Montana,Big Horn,3,30,Parts per billion,51,SO2,0.295062,Moderate
2003,Montana,Cascade,13,30,Parts per million,51,CO,0.577356,Moderate
2003,Montana,Cascade,13,30,Micrograms/cubic meter (LC),51,PM2.5,7.251559,Moderate
2003,Montana,Cascade,13,30,Parts per billion,51,SO2,2.988767,Moderate
2003,Montana,Flathead,29,30,Parts per million,71,CO,0.797333,Moderate
2003,Montana,Flathead,29,30,Parts per million,71,Ozone,0.049333,Moderate
2003,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),71,PM10,14.135848266666663,Moderate
2003,Montana,Flathead,29,30,Micrograms/cubic meter (LC),71,PM2.5,11.800065333333334,Moderate
2003,Montana,Gallatin,31,30,Parts per million,51,CO,0.429944,Moderate
2003,Montana,Gallatin,31,30,Micrograms/cubic meter (25 C),51,PM10,12.112091733333331,Moderate
2003,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,6.8606947499999995,Moderate
2003,Montana,Glacier,35,30,Micrograms/cubic meter (25 C),51,PM10,11.37861197142857,Moderate
2003,Montana,Lake,47,30,Micrograms/cubic meter (25 C),51,PM10,10.712583533333332,Moderate
2003,Montana,Lake,47,30,Micrograms/cubic meter (LC),51,PM2.5,10.203455333333334,Moderate
2003,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (25 C),51,PM10,12.8584016,Moderate
2003,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,7.276417833333333,Moderate
2003,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),61,PM10,15.2306708,Moderate
2003,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),61,PM2.5,15.532075833333334,Moderate
2003,Montana,Madison,57,30,Micrograms/cubic meter (25 C),51,PM10,6.4933332,Moderate
2003,Montana,Missoula,63,30,Parts per million,56,CO,1.203984,Moderate
2003,Montana,Missoula,63,30,Parts per billion,56,NO2,22.177515,Moderate
2003,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),56,PM10,12.8631004,Moderate
2003,Montana,Missoula,63,30,Micrograms/cubic meter (LC),56,PM2.5,11.658037111111112,Moderate
2003,Montana,Musselshell,65,30,Parts per billion,51,NO2,3.496622,Moderate
2003,Montana,Musselshell,65,30,Parts per billion,51,SO2,1.335417,Moderate
2003,Montana,Ravalli,81,30,Micrograms/cubic meter (25 C),51,PM10,10.0314126,Moderate
2003,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,8.828930333333334,Moderate
2003,Montana,Rosebud,87,30,Parts per billion,51,NO2,4.519022333333333,Moderate
2003,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,12.4187562,Moderate
2003,Montana,Rosebud,87,30,Micrograms/cubic meter (LC),51,PM2.5,7.1152555,Moderate
2003,Montana,Rosebud,87,30,Parts per billion,51,SO2,1.706185,Moderate
2003,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,8.2170732,Moderate
2003,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,7.184319666666667,Moderate
2003,Montana,Silver Bow,93,30,Parts per million,51,CO,1.050704,Moderate
2003,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),51,PM10,10.1286738,Moderate
2003,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),51,PM2.5,9.311123333333333,Moderate
2003,Montana,Sweet Grass,97,30,Micrograms/cubic meter (25 C),51,PM10,3.626690533333333,Moderate
2003,Montana,Yellowstone,111,30,Parts per million,51,CO,0.7418845000000001,Moderate
2003,Montana,Yellowstone,111,30,Micrograms/cubic meter (25 C),51,PM10,9.7847736,Moderate
2003,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),51,PM2.5,8.338678333333334,Moderate
2003,Montana,Yellowstone,111,30,Parts per billion,51,SO2,3.0663687,Moderate
2004,Montana,Big Horn,3,30,Micrograms/cubic meter (25 C),51,PM10,10.9628268,Moderate
2004,Montana,Cascade,13,30,Parts per million,51,CO,0.485052,Moderate
2004,Montana,Cascade,13,30,Micrograms/cubic meter (25 C),51,PM10,2.64,Moderate
2004,Montana,Cascade,13,30,Micrograms/cubic meter (LC),51,PM2.5,4.473214,Moderate
2004,Montana,Cascade,13,30,Parts per billion,51,SO2,2.842737,Moderate
2004,Montana,Flathead,29,30,Parts per million,67,CO,0.6616285,Moderate
2004,Montana,Flathead,29,30,Parts per million,67,Ozone,0.039818,Moderate
2004,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),67,PM10,13.94890968,Moderate
2004,Montana,Flathead,29,30,Micrograms/cubic meter (LC),67,PM2.5,8.73945625,Moderate
2004,Montana,Gallatin,31,30,Parts per million,51,CO,0.17756,Moderate
2004,Montana,Gallatin,31,30,Micrograms/cubic meter (25 C),51,PM10,11.1678402,Moderate
2004,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,6.0154,Moderate
2004,Montana,Glacier,35,30,Micrograms/cubic meter (25 C),51,PM10,7.377049199999999,Moderate
2004,Montana,Lake,47,30,Micrograms/cubic meter (25 C),51,PM10,10.9839606,Moderate
2004,Montana,Lake,47,30,Micrograms/cubic meter (LC),51,PM2.5,8.461578666666666,Moderate
2004,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (25 C),51,PM10,11.078979,Moderate
2004,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,6.095857,Moderate
2004,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),56,PM10,15.5262279,Moderate
2004,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),56,PM2.5,14.2195315,Moderate
2004,Montana,McCone,55,30,Micrograms/cubic meter (25 C),51,PM10,6.385043400000001,Moderate
2004,Montana,Missoula,63,30,Parts per million,51,CO,1.076408,Moderate
2004,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),51,PM10,12.64089,Moderate
2004,Montana,Missoula,63,30,Micrograms/cubic meter (LC),51,PM2.5,10.72879775,Moderate
2004,Montana,Ravalli,81,30,Micrograms/cubic meter (25 C),51,PM10,10.1651514,Moderate
2004,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,8.519091,Moderate
2004,Montana,Rosebud,87,30,Parts per billion,51,NO2,3.6114666666666664,Moderate
2004,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,12.3243246,Moderate
2004,Montana,Rosebud,87,30,Micrograms/cubic meter (LC),51,PM2.5,5.769772,Moderate
2004,Montana,Rosebud,87,30,Parts per billion,51,SO2,0.8366153333333334,Moderate
2004,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,7.8558138,Moderate
2004,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,6.485088,Moderate
2004,Montana,Silver Bow,93,30,Parts per million,51,CO,0.840597,Moderate
2004,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),51,PM10,10.9508382,Moderate
2004,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),51,PM2.5,8.316667,Moderate
2004,Montana,Sweet Grass,97,30,Micrograms/cubic meter (25 C),51,PM10,2.6471028,Moderate
2004,Montana,Yellowstone,111,30,Parts per million,51,CO,0.601348,Moderate
2004,Montana,Yellowstone,111,30,Micrograms/cubic meter (25 C),51,PM10,11.2162761,Moderate
2004,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),51,PM2.5,8.19569,Moderate
2004,Montana,Yellowstone,111,30,Parts per billion,51,SO2,3.0632495555555557,Moderate
2005,Montana,Big Horn,3,30,Micrograms/cubic meter (25 C),51,PM10,10.521998475,Moderate
2005,Montana,Cascade,13,30,Parts per million,51,CO,0.441961,Moderate
2005,Montana,Cascade,13,30,Micrograms/cubic meter (25 C),51,PM10,4.683186,Moderate
2005,Montana,Cascade,13,30,Micrograms/cubic meter (LC),51,PM2.5,5.941379,Moderate
2005,Montana,Cascade,13,30,Parts per billion,51,SO2,3.148747,Moderate
2005,Montana,Flathead,29,30,Parts per million,68,CO,0.6019735,Moderate
2005,Montana,Flathead,29,30,Parts per million,68,Ozone,0.042711,Moderate
2005,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),68,PM10,14.296975275,Moderate
2005,Montana,Flathead,29,30,Micrograms/cubic meter (LC),68,PM2.5,9.059592666666669,Moderate
2005,Montana,Gallatin,31,30,Parts per million,51,CO,0.183907,Moderate
2005,Montana,Gallatin,31,30,Micrograms/cubic meter (25 C),51,PM10,10.6136364,Moderate
2005,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,7.1298216666666665,Moderate
2005,Montana,Glacier,35,30,Micrograms/cubic meter (25 C),51,PM10,8.990164199999999,Moderate
2005,Montana,Lake,47,30,Micrograms/cubic meter (25 C),51,PM10,10.22762145,Moderate
2005,Montana,Lake,47,30,Micrograms/cubic meter (LC),51,PM2.5,8.370648,Moderate
2005,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (25 C),51,PM10,10.31002884,Moderate
2005,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,7.58338225,Moderate
2005,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),60,PM10,16.909239900000003,Moderate
2005,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),60,PM2.5,16.088718,Moderate
2005,Montana,McCone,55,30,Micrograms/cubic meter (25 C),51,PM10,4.1718033000000005,Moderate
2005,Montana,Missoula,63,30,Parts per million,51,CO,1.060498,Moderate
2005,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),51,PM10,12.3241094,Moderate
2005,Montana,Missoula,63,30,Micrograms/cubic meter (LC),51,PM2.5,11.126393666666669,Moderate
2005,Montana,Ravalli,81,30,Micrograms/cubic meter (25 C),51,PM10,11.3454546,Moderate
2005,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,8.92254625,Moderate
2005,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,13.2256578,Moderate
2005,Montana,Rosebud,87,30,Micrograms/cubic meter (LC),51,PM2.5,6.9031199999999995,Moderate
2005,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,7.470721,Moderate
2005,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,6.269027,Moderate
2005,Montana,Silver Bow,93,30,Parts per million,51,CO,0.796213,Moderate
2005,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),51,PM10,12.5681724,Moderate
2005,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),51,PM2.5,10.160351,Moderate
2005,Montana,Sweet Grass,97,30,Micrograms/cubic meter (25 C),51,PM10,3.4572548,Moderate
2005,Montana,Yellowstone,111,30,Parts per million,71,CO,0.462946,Moderate
2005,Montana,Yellowstone,111,30,Parts per billion,71,NO2,11.100962000000001,Moderate
2005,Montana,Yellowstone,111,30,Parts per million,71,Ozone,0.048795,Moderate
2005,Montana,Yellowstone,111,30,Micrograms/cubic meter (25 C),71,PM10,9.5916981,Moderate
2005,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),71,PM2.5,7.488793,Moderate
2005,Montana,Yellowstone,111,30,Parts per billion,71,SO2,3.034264857142857,Moderate
2006,Montana,Big Horn,3,30,Micrograms/cubic meter (25 C),51,PM10,14.546911457142857,Moderate
2006,Montana,Cascade,13,30,Parts per million,51,CO,0.41136,Moderate
2006,Montana,Cascade,13,30,Micrograms/cubic meter (25 C),51,PM10,1.5461538,Moderate
2006,Montana,Cascade,13,30,Micrograms/cubic meter (LC),51,PM2.5,5.373751333333333,Moderate
2006,Montana,Cascade,13,30,Parts per billion,51,SO2,2.181616,Moderate
2006,Montana,Flathead,29,30,Parts per million,69,CO,0.791664,Moderate
2006,Montana,Flathead,29,30,Parts per million,69,Ozone,0.044246,Moderate
2006,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),69,PM10,13.6542051,Moderate
2006,Montana,Flathead,29,30,Micrograms/cubic meter (LC),69,PM2.5,8.8215525,Moderate
2006,Montana,Gallatin,31,30,Parts per million,51,CO,0.17735,Moderate
2006,Montana,Gallatin,31,30,Micrograms/cubic meter (25 C),51,PM10,5.170212599999999,Moderate
2006,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,7.973486857142857,Moderate
2006,Montana,Glacier,35,30,Micrograms/cubic meter (25 C),51,PM10,11.2229508,Moderate
2006,Montana,Lake,47,30,Micrograms/cubic meter (25 C),51,PM10,11.7353182,Moderate
2006,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (25 C),51,PM10,13.404787,Moderate
2006,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,7.328268,Moderate
2006,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),58,PM10,15.440514299999998,Moderate
2006,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),58,PM2.5,15.0741345,Moderate
2006,Montana,Missoula,63,30,Parts per million,51,CO,0.899233,Moderate
2006,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),51,PM10,13.5920206,Moderate
2006,Montana,Missoula,63,30,Micrograms/cubic meter (LC),51,PM2.5,9.259217333333334,Moderate
2006,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,8.167849,Moderate
2006,Montana,Rosebud,87,30,Parts per billion,51,NO2,1.893369,Moderate
2006,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,13.6909092,Moderate
2006,Montana,Rosebud,87,30,Parts per billion,51,SO2,1.203226,Moderate
2006,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,6.508738628571429,Moderate
2006,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,7.260797999999999,Moderate
2006,Montana,Silver Bow,93,30,Parts per million,51,CO,0.700472,Moderate
2006,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),51,PM10,14.0684248,Moderate
2006,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),51,PM2.5,10.709906666666669,Moderate
2006,Montana,Sweet Grass,97,30,Micrograms/cubic meter (25 C),51,PM10,5.210152666666667,Moderate
2006,Montana,Yellowstone,111,30,Parts per million,72,CO,0.430031,Moderate
2006,Montana,Yellowstone,111,30,Parts per billion,72,NO2,12.108626,Moderate
2006,Montana,Yellowstone,111,30,Parts per million,72,Ozone,0.052566,Moderate
2006,Montana,Yellowstone,111,30,Micrograms/cubic meter (25 C),72,PM10,10.8162121,Moderate
2006,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),72,PM2.5,8.654495,Moderate
2006,Montana,Yellowstone,111,30,Parts per billion,72,SO2,2.4655101428571427,Moderate
2007,Montana,Big Horn,3,30,Micrograms/cubic meter (25 C),51,PM10,12.954610984615384,Moderate
2007,Montana,Cascade,13,30,Parts per million,51,CO,0.375198,Moderate
2007,Montana,Cascade,13,30,Micrograms/cubic meter (LC),51,PM2.5,6.542004666666666,Moderate
2007,Montana,Cascade,13,30,Parts per billion,51,SO2,1.372093,Moderate
2007,Montana,Flathead,29,30,Parts per million,68,CO,0.6529,Moderate
2007,Montana,Flathead,29,30,Parts per million,68,Ozone,0.043327,Moderate
2007,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),68,PM10,15.56133205,Moderate
2007,Montana,Flathead,29,30,Micrograms/cubic meter (LC),68,PM2.5,9.591109666666666,Moderate
2007,Montana,Gallatin,31,30,Parts per million,51,CO,0.23619,Moderate
2007,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,7.6634819,Moderate
2007,Montana,Glacier,35,30,Micrograms/cubic meter (25 C),51,PM10,11.9599998,Moderate
2007,Montana,Jefferson,43,30,Micrograms/cubic meter (25 C),51,PM10,12.021428699999998,Moderate
2007,Montana,Lake,47,30,Micrograms/cubic meter (25 C),51,PM10,10.6850212,Moderate
2007,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,8.080344833333333,Moderate
2007,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),54,PM10,14.5805635,Moderate
2007,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),54,PM2.5,12.99939625,Moderate
2007,Montana,Missoula,63,30,Parts per million,51,CO,0.870122,Moderate
2007,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),51,PM10,12.4023084,Moderate
2007,Montana,Missoula,63,30,Micrograms/cubic meter (LC),51,PM2.5,10.559605714285714,Moderate
2007,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,9.441968,Moderate
2007,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,11.60440635,Moderate
2007,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,7.410841,Moderate
2007,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,7.246845333333333,Moderate
2007,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),53,PM10,17.736679,Moderate
2007,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),53,PM2.5,11.891919333333332,Moderate
2007,Montana,Yellowstone,111,30,Parts per million,70,CO,0.361695,Moderate
2007,Montana,Yellowstone,111,30,Parts per billion,70,NO2,11.025271,Moderate
2007,Montana,Yellowstone,111,30,Parts per million,70,Ozone,0.047983,Moderate
2007,Montana,Yellowstone,111,30,Micrograms/cubic meter (25 C),70,PM10,13.8709944,Moderate
2007,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),70,PM2.5,7.699917999999999,Moderate
2007,Montana,Yellowstone,111,30,Parts per billion,70,SO2,2.5668058333333335,Moderate
2008,Montana,Big Horn,3,30,Micrograms/cubic meter (25 C),51,PM10,11.835267085714284,Moderate
2008,Montana,Cascade,13,30,Parts per million,51,CO,0.38497,Moderate
2008,Montana,Cascade,13,30,Micrograms/cubic meter (LC),51,PM2.5,5.140351,Moderate
2008,Montana,Flathead,29,30,Parts per million,68,CO,0.511025,Moderate
2008,Montana,Flathead,29,30,Parts per million,68,Ozone,0.041067,Moderate
2008,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),68,PM10,11.960266928571428,Moderate
2008,Montana,Flathead,29,30,Micrograms/cubic meter (LC),68,PM2.5,8.410908555555556,Moderate
2008,Montana,Gallatin,31,30,Parts per million,51,CO,0.21237566666666668,Moderate
2008,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,6.19655775,Moderate
2008,Montana,Jefferson,43,30,Micrograms/cubic meter (25 C),51,PM10,8.6804349,Moderate
2008,Montana,Lake,47,30,Micrograms/cubic meter (25 C),51,PM10,10.2688824,Moderate
2008,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,7.195482,Moderate
2008,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),54,PM10,14.8705089,Moderate
2008,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),54,PM2.5,13.0303225,Moderate
2008,Montana,Missoula,63,30,Parts per million,53,CO,0.767196,Moderate
2008,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),53,PM10,10.96206522857143,Moderate
2008,Montana,Missoula,63,30,Micrograms/cubic meter (LC),53,PM2.5,9.441159428571428,Moderate
2008,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,7.6805145,Moderate
2008,Montana,Richland,83,30,Parts per billion,51,NO2,2.91358,Moderate
2008,Montana,Richland,83,30,Micrograms/cubic meter (LC),51,PM2.5,5.005128,Moderate
2008,Montana,Rosebud,87,30,Parts per billion,51,NO2,4.203069666666667,Moderate
2008,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,9.6088068,Moderate
2008,Montana,Rosebud,87,30,Parts per billion,51,SO2,2.201703666666667,Moderate
2008,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,7.60426248,Moderate
2008,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,6.824461666666666,Moderate
2008,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),51,PM10,17.4033972,Moderate
2008,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),51,PM2.5,10.028882,Moderate
2008,Montana,Yellowstone,111,30,Parts per million,51,CO,0.338406,Moderate
2008,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),51,PM2.5,6.818284333333333,Moderate
2008,Montana,Yellowstone,111,30,Parts per billion,51,SO2,2.525411,Moderate
2009,Montana,Cascade,13,30,Parts per million,51,CO,0.379589,Moderate
2009,Montana,Cascade,13,30,Micrograms/cubic meter (LC),51,PM2.5,5.093777333333334,Moderate
2009,Montana,Flathead,29,30,Parts per million,68,CO,0.511548,Moderate
2009,Montana,Flathead,29,30,Parts per million,68,Ozone,0.042466,Moderate
2009,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),68,PM10,12.310330575,Moderate
2009,Montana,Flathead,29,30,Micrograms/cubic meter (LC),68,PM2.5,8.692598888888888,Moderate
2009,Montana,Gallatin,31,30,Parts per million,51,CO,0.2162685,Moderate
2009,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,6.740078222222222,Moderate
2009,Montana,Glacier,35,30,Parts per million,69,Ozone,0.045161,Moderate
2009,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,9.316033222222222,Moderate
2009,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),51,PM10,12.679045599999998,Moderate
2009,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),51,PM2.5,10.538057,Moderate
2009,Montana,Missoula,63,30,Parts per million,51,CO,0.710379,Moderate
2009,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),51,PM10,9.9006174,Moderate
2009,Montana,Missoula,63,30,Micrograms/cubic meter (LC),51,PM2.5,7.785388571428571,Moderate
2009,Montana,Ravalli,81,30,Micrograms/cubic meter (LC),51,PM2.5,6.9803745,Moderate
2009,Montana,Richland,83,30,Parts per billion,70,NO2,1.982833,Moderate
2009,Montana,Richland,83,30,Parts per million,70,Ozone,0.04594,Moderate
2009,Montana,Richland,83,30,Micrograms/cubic meter (25 C),70,PM10,10.8074532,Moderate
2009,Montana,Richland,83,30,Micrograms/cubic meter (LC),70,PM2.5,5.792361333333333,Moderate
2009,Montana,Rosebud,87,30,Parts per billion,51,NO2,4.950291,Moderate
2009,Montana,Rosebud,87,30,Micrograms/cubic meter (25 C),51,PM10,12.1970928,Moderate
2009,Montana,Rosebud,87,30,Parts per billion,51,SO2,1.859835,Moderate
2009,Montana,Sanders,89,30,Micrograms/cubic meter (25 C),51,PM10,6.2769509999999995,Moderate
2009,Montana,Sanders,89,30,Micrograms/cubic meter (LC),51,PM2.5,6.222522666666666,Moderate
2009,Montana,Silver Bow,93,30,Micrograms/cubic meter (25 C),51,PM10,18.1916512,Moderate
2009,Montana,Silver Bow,93,30,Micrograms/cubic meter (LC),51,PM2.5,9.616060666666666,Moderate
2009,Montana,Yellowstone,111,30,Parts per million,51,CO,0.224098,Moderate
2009,Montana,Yellowstone,111,30,Micrograms/cubic meter (LC),51,PM2.5,6.080971,Moderate
2009,Montana,Yellowstone,111,30,Parts per billion,51,SO2,2.3653182,Moderate
2010,Montana,Cascade,13,30,Parts per million,51,CO,0.376958,Moderate
2010,Montana,Flathead,29,30,Parts per million,67,CO,0.787218,Moderate
2010,Montana,Flathead,29,30,Parts per million,67,Ozone,0.039607,Moderate
2010,Montana,Flathead,29,30,Micrograms/cubic meter (25 C),67,PM10,10.41375195,Moderate
2010,Montana,Flathead,29,30,Micrograms/cubic meter (LC),67,PM2.5,8.383956545454545,Moderate
2010,Montana,Gallatin,31,30,Parts per million,51,CO,0.2182755,Moderate
2010,Montana,Gallatin,31,30,Parts per billion,51,NO2,7.863777,Moderate
2010,Montana,Gallatin,31,30,Micrograms/cubic meter (LC),51,PM2.5,7.159033333333333,Moderate
2010,Montana,Glacier,35,30,Parts per million,69,Ozone,0.044892,Moderate
2010,Montana,Lake,47,30,Micrograms/cubic meter (25 C),51,PM10,8.2988008,Moderate
2010,Montana,Lewis and Clark,49,30,Micrograms/cubic meter (LC),51,PM2.5,9.43901825,Moderate
2010,Montana,Lincoln,53,30,Micrograms/cubic meter (25 C),51,PM10,13.4232194,Moderate
2010,Montana,Lincoln,53,30,Micrograms/cubic meter (LC),51,PM2.5,10.539263666666669,Moderate
2010,Montana,Missoula,63,30,Parts per million,68,CO,0.700099,Moderate
2010,Montana,Missoula,63,30,Parts per million,68,Ozone,0.042579,Moderate
2010,Montana,Missoula,63,30,Micrograms/cubic meter (25 C),68,PM10,10.0182008,Moderate
2010,Montana,Missoula,63,30,Micrograms/cubic meter (LC),68,PM2.5,7.861282538461539,Moderate
